"device_id","temperature","temperature_fahrenheit","humidity","roll","pitch","voltage","timestamp","__dt","__year","__month","__day","__hour"
"70b3d5499bac188b","25","78","31","-0.2418429","-3.133707","4.787061","2022-10-22 17:8:0","2022-10-22 00:00:00.000",,,,
"70b3d5499bac188b","25","78","31","-0.2418129","-3.261823","4.792079","2022-10-22 17:8:11","2022-10-22 00:00:00.000",,,,
"70b3d5499bac188b","25","78","31","-0.3917964","-3.188041","4.787061","2022-10-22 17:8:21","2022-10-22 00:00:00.000",,,,
"70b3d5499bac188b","26","78","31","1.918655","-2.816783","4.792079","2022-10-22 17:19:02","2022-10-22 00:00:00.000","2022","10","22","17"
"70b3d5499bac188b","26","78","31","0.1622107","-2.488013","4.797097","2022-10-22 17:19:13","2022-10-22 00:00:00.000","2022","10","22","17"
"70b3d5499bac188b","26","79","31","-0.2550556","-2.492295","4.792079","2022-10-22 17:19:23","2022-10-22 00:00:00.000","2022","10","22","17"
"70b3d5499bac188b","26","80","30","-0.2482163","-2.933469","4.782043","2022-10-22 16:10:17","2022-10-22 00:00:00.000","2022","10","22","16"
"70b3d5499bac188b","26","80","30","1.183151","24.12556","4.787061","2022-10-22 16:10:23","2022-10-22 00:00:00.000","2022","10","22","16"
"70b3d5499bac188b","26","79","35","-0.0916506","-0.2044504","4.792079","2022-10-22 17:32:36","2022-10-22 00:00:00.000","2022","10","22","17"
"70b3d5499bac188b","27","80","46","-72.43253","83.59661","4.787061","2022-10-22 17:32:47","2022-10-22 00:00:00.000","2022","10","22","17"
"70b3d5499bac188b","27","80","86","-6.801702","3.254781","4.792079","2022-10-22 17:43:05","2022-10-22 00:00:00.000","2022","10","22","17"
"70b3d5499bac188b","26","80","71","-6.82304","3.169543","4.787061","2022-10-22 17:43:16","2022-10-22 00:00:00.000","2022","10","22","17"
"70b3d5499bac188b","26","79","59","-5.306671","2.880897","4.792079","2022-10-22 17:43:26","2022-10-22 00:00:00.000","2022","10","22","17"
